"","DAT","내부온도관측치","내부습도관측치","co2관측치","ec관측치","시간당분무량","일간누적분무량","시간당백색광량","일간누적백색광량","시간당적색광량","일간누적적색광량","시간당청색광량","일간누적청색광량","시간당총광량","일간누적총광량","predicted_weight_g","case"
"12",11,26.6603447504883,61.3023119501694,525.911434386932,0.595299574622877,622.654583333329,14943.7099999999,0,0,4865.112,116762.688,3070.34,73688.1599999999,7935.452,190450.848,7.27310973949595,15
"13",12,26.8658380307913,60.3748461688031,505.871240421456,0.602670514730601,664.660416666667,15951.85,0,0,4860.975,116663.4,3067.72916666667,73625.5,7928.70416666667,190288.9,9.04643127158006,15
"14",13,26.8942623118331,62.258574868439,501.707895768035,0.8188192802385,714.116666666667,17138.8,25.7841666666667,618.82,4877.523,117060.552,3078.1725,73876.14,7981.47966666667,191555.512,10.5045034640546,15
"15",14,27.0333418619268,64.0679883213928,443.286532490148,1.16599744107836,648.961666666667,15575.08,0,0,4877.523,117060.552,3078.1725,73876.14,7955.6955,190936.692,11.8501319270768,15
"16",15,26.8311946239848,68.2308645080244,429.894079566855,1.17179242463575,586.810833333329,14083.4599999999,0,0,4871.5933,116918.2392,3074.38679166667,73785.283,7945.98009166667,190703.5222,13.7682035952162,15
"17",16,27.1066665848096,72.2426862431297,417.348611111111,1.17413098199499,712.241249999996,17093.7899999999,0,0,4856.838,116564.112,3065.11833333333,73562.84,7921.95633333333,190126.952,16.1014246343322,15
"18",17,26.9937650577304,73.632578792477,424.692765503094,1.18542865846082,710.314583333333,17047.55,0,0,3173.079,76153.896,2002.50916666666,48060.2199999999,5175.58816666666,124214.116,22.7393106298455,15
"19",18,26.9198447954364,74.4317817075742,442.865792631067,1.20403577794482,741.712083333333,17801.09,0,0,1692.033,40608.792,1067.83083333333,25627.94,2759.86383333333,66236.732,29.0647278526704,15
"20",19,26.7415133093508,75.7113787156033,444.767516762452,1.23400074922661,493.473333333333,11843.36,0,0,4856.838,116564.112,3065.11833333333,73562.84,7921.95633333333,190126.952,35.328586260583,15
"21",20,27.0101882313379,76.8641629796539,441.571598399246,1.22827043514944,538.534583333333,12924.83,0,0,4865.112,116762.688,3070.34,73688.1599999999,7935.452,190450.848,44.7312698259898,15
"22",21,27.4647915164629,77.3838888274298,457.995833333323,1.23224752942721,505.689166666663,12136.5399999999,0,0,4869.249,116861.976,3072.95083333333,73750.8199999999,7942.19983333333,190612.796,55.9817665455965,15
"23",22,27.2644607998781,78.1278426489138,417.396951506591,1.24371314211108,544.212083333333,13061.09,0,0,4848.564,116365.536,3059.89666666666,73437.5199999999,7908.46066666666,189803.056,67.4363097905741,15
"24",23,26.2934356234227,78.452686427209,416.606359649123,1.26145590785128,510.887916666667,12261.31,0,0,4860.975,116663.4,3067.72916666667,73625.5,7928.70416666667,190288.9,79.7408982025901,15
"25",24,26.1623362577343,78.2504355501544,444.272016242943,1.28452656987893,510.295,12247.08,0,0,4873.386,116961.264,3075.56166666667,73813.48,7948.94766666667,190774.744,90.5680494609023,15
"26",25,25.1552332987555,78.3859226672213,420.982968455764,1.73487740963963,540.8375,12980.1,0,0,4852.701,116464.824,3062.5075,73500.18,7915.2085,189965.004,97.3732156485024,15
"27",26,25.5910586918268,78.7179166502422,429.320138888889,2.0233962546863,561.735,13481.64,0,0,4877.523,117060.552,3078.1725,73876.14,7955.6955,190936.692,105.308755531588,15
"28",27,25.5910586918268,78.7179166502422,429.320138888889,2.0233962546863,561.735,13481.64,0,0,4877.523,117060.552,3078.1725,73876.14,7955.6955,190936.692,116.671394134977,15
