DAT,?¥Î??®ÎèÑÍ¥ÄÏ∏°Ïπò,?¥Î??µÎèÑÍ¥ÄÏ∏°Ïπò,co2Í¥ÄÏ∏°Ïπò,ecÍ¥ÄÏ∏°Ïπò,?úÍ∞Ñ?πÎ∂ÑÎ¨¥Îüâ,"?ºÍ∞Ñ?ÑÏ†ÅÎ∂ÑÎ¨¥??,?úÍ∞Ñ?πÎ∞±?âÍ¥ë??",?ºÍ∞Ñ?ÑÏ†ÅÎ∞±ÏÉâÍ¥ëÎüâ,"?úÍ∞Ñ?πÏ†Å?âÍ¥ë??,?ºÍ∞Ñ?ÑÏ†Å?ÅÏÉâÍ¥ëÎüâ""","?úÍ∞Ñ?πÏ≤≠?âÍ¥ë??,?ºÍ∞Ñ?ÑÏ†ÅÏ≤?ÉâÍ¥ëÎüâ""",?úÍ∞Ñ?πÏ¥ùÍ¥ëÎüâ,"?ºÍ∞Ñ?ÑÏ†ÅÏ¥ùÍ¥ë??,predicted_weight_g""",case,,,,
10,20.56635421,61.87368563,536.4946495,1.612768657,762.4045833,18297.71,7701.2149,184829.1576,680.6744,16336.1856,1160.058521,27841.4045,9541.947821,229006.7477,12.19949336,4
11,20.52898421,64.07105002,534.0013889,1.62697937,657.4383333,15778.52,8606.625913,206559.0219,729.3531,17504.4744,1244.910604,29877.8545,10580.88962,253941.3508,14.27599338,4
12,20.63825714,63.69196216,550.2342303,1.637542881,897.4858333,21539.66,8073.022583,193752.542,683.1566,16395.7584,1146.416917,27514.006,9902.5961,237662.3064,17.16078598,4
13,20.63801364,66.44656784,563.6578581,1.653934261,788.0675,18913.62,8381.272296,201150.5351,710.94345,17062.6428,1202.615104,28862.7625,10294.83085,247075.9404,22.06594734,4
14,20.74069435,68.71535528,555.0770833,1.658403617,734.0054167,17616.13,8616.681738,206800.3617,728.8015,17491.236,1245.432771,29890.3865,10590.91601,254181.9842,26.81576928,4
15,21.31312488,70.39581224,515.4888889,1.648192728,908.0941667,21794.26,8587.803471,206107.2833,727.90515,17469.7236,1242.038688,29808.9285,10557.74731,253385.9354,32.8427031,4
16,21.61562491,71.78184652,501.8715278,1.636316236,911.04125,21864.99,8615.263608,206766.3266,730.80105,17539.2252,1245.693854,29896.6525,10591.75851,254202.2043,37.79453969,4
17,22.12444434,71.72659721,521.8180556,1.592184736,881.8895833,21165.35,8615.263608,206766.3266,728.2499,17477.9976,1245.171688,29884.1205,10588.6852,254128.4447,42.36402599,4
18,22.52622985,72.43761673,506.2575266,1.523553288,777.0829167,18649.99,8614.619004,206750.8561,729.97365,17519.3676,1246.607646,29918.5835,10591.2003,254188.8072,51.5324532,4
19,22.16395818,73.82659711,569.3006944,1.476595575,868.6020833,20846.45,8612.42735,206698.2564,731.62845,17559.0828,1246.607646,29918.5835,10590.66345,254175.9227,59.32100785,4
20,21.6379513,73.18480368,547.6420139,1.408841404,783.3533333,18800.48,8613.329796,206719.9151,730.87,17540.88,1244.192625,29860.623,10588.39242,254121.4181,72.0902508,4
21,21.21145833,73.57379873,561.3319444,1.360318852,794.925,19078.2,8616.939579,206806.5499,729.491,17507.784,1244.780063,29874.7215,10591.21064,254189.0554,79.77030453,4
22,21.4789038,74.83754177,607.8666584,1.294745577,737.1691667,17692.06,8616.810658,206803.4558,729.7668,17514.4032,1246.411833,29913.884,10592.98929,254231.743,85.19549918,4
23,20.89756876,76.39550787,524.922264,1.224666606,975.82,23419.68,8588.705917,206128.942,728.31885,17479.6524,1240.798542,29779.165,10557.82331,253387.7594,95.54411854,4
24,20.49600928,75.37112192,505.0690372,1.164357932,888.4279167,21322.27,8604.6921,206512.6104,729.0773,17497.8552,1244.453708,29866.889,10578.22311,253877.3546,106.8736976,4
25,20.8481466,75.30193061,526.7863889,1.122149156,863.67125,20728.11,8618.228788,206837.4909,730.66315,17535.9156,1247.325625,29935.815,10596.21756,254309.2215,115.5395239,4
26,20.83485856,75.61412945,531.0403566,1.114423622,827.7704167,19866.49,8614.619004,206750.8561,729.6289,17511.0936,1246.672917,29920.15,10590.92082,254182.0997,123.2245532,4
27,21.04684079,75.79428268,526.1083284,1.118456622,996.7175,23921.22,8601.598,206438.352,729.97365,17519.3676,1243.605188,29846.5245,10575.17684,253804.2441,128.5637716,4
