case,DAT,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량,predicted_weight_g
3,15,23.07707498,50.59708977,686.150153,1.925005027,37.11458333,890.75,8602.758288,206466.1989,729.0773,17497.8552,1242.691396,29824.5935,10574.52698,253788.6476,10.11617951
3,16,20.6031907,54.34964533,941.8214181,1.960126591,121.1145833,2906.75,8616.294975,206791.0794,729.97365,17519.3676,1247.064542,29929.549,10593.33317,254239.996,11.33468635
3,17,18.63013882,59.66112862,683.1061111,2.010297836,199.2775,4782.66,8611.653825,206679.6918,729.00835,17496.2004,1245.3675,29888.82,10586.02968,254064.7122,13.16308735
3,18,17.21960293,60.13898348,420.4671086,2.073130688,198.9070833,4773.77,8616.166054,206787.9853,729.42205,17506.1292,1244.975875,29879.421,10590.56398,254173.5355,14.37072689
3,19,16.80038448,60.6391945,402.3138889,2.111454034,206.4029167,4953.67,8600.824475,206419.7874,729.0773,17497.8552,1243.866271,29852.7905,10573.76805,253770.4331,15.78730163
3,20,16.95434571,62.15562485,396.2682018,2.144872775,172.3320833,4135.97,8586.1275,206067.06,728.04305,17473.0332,1240.733271,29777.5985,10554.90382,253317.6917,17.83987318
3,21,16.7956746,64.33768544,386.8712302,2.185617759,187.1758333,4492.22,8615.392529,206769.4207,730.4563,17530.9512,1244.780063,29874.7215,10590.62889,254175.0934,20.24614263
3,22,16.96619817,64.6506087,450.8644892,2.222825411,220.5454167,5293.09,8614.232242,206741.5738,728.9394,17494.5456,1244.845333,29876.288,10588.01698,254112.4074,23.0647932
3,23,18.0561988,65.25309533,673.620895,2.254836012,180.0504167,4321.21,8610.622458,206654.939,729.6289,17511.0936,1246.15075,29907.618,10586.40211,254073.6506,26.89254393
3,24,17.82472692,66.92884897,630.5971983,2.314322341,178.65375,4287.69,8600.695554,206416.6933,729.55995,17509.4388,1245.954938,29902.9185,10576.21044,253829.0506,30.72029465
3,25,16.99417028,67.92108497,455.5333333,2.383187592,194.4608333,4667.06,8600.566633,206413.5992,730.24945,17525.9868,1243.670458,29848.091,10574.48654,253787.677,35.27163062
3,26,18.19790835,69.58203384,519.1125353,2.431992525,193.12125,4634.91,8614.747925,206753.9502,731.4216,17554.1184,1246.15075,29907.618,10592.32028,254215.6866,39.8473296
3,27,20.56046031,70.90797549,853.2873355,2.491402682,204.3679167,4904.83,8614.876846,206757.0443,731.4216,17554.1184,1246.085479,29906.0515,10592.38393,254217.2142,44.32489089
4,0,17.88321942,49.06929731,583.2638784,0.882862564,294.9645833,7079.15,8066.3187,193591.6488,680.9502,16342.8048,1144.32825,27463.878,9891.59715,237398.3316,1.65691747
4,1,20.8913207,56.51458651,613.2743056,1.519835439,927.54375,22261.05,8614.876846,206757.0443,730.93895,17542.5348,1244.910604,29877.8545,10590.7264,254177.4336,1.923781179
4,2,21.01976076,59.67144309,549.0784722,1.528221216,883.4970833,21203.93,8616.037133,206784.8912,729.55995,17509.4388,1246.868729,29924.8495,10592.46581,254219.1795,2.32279267
4,3,21.20680549,61.48279302,547.8256944,1.536457219,822.1441667,19731.46,8614.361163,206744.6679,730.11155,17522.6772,1246.346563,29912.3175,10590.81928,254179.6626,2.781643946
4,4,21.92006933,64.3559899,532.8715278,1.531123712,857.2470833,20573.93,8614.361163,206744.6679,730.80105,17539.2252,1245.824396,29899.7855,10590.98661,254183.6786,3.680513921
4,5,22.37930545,67.84174016,536.6243056,1.526205208,947.9054167,22749.73,8615.005767,206760.1384,729.28415,17502.8196,1244.910604,29877.8545,10589.20052,254140.8125,5.167247888
4,6,21.83083478,68.2504288,542.9114969,1.559513608,888.16,21315.84,8616.423896,206794.1735,729.9047,17517.7128,1246.868729,29924.8495,10593.19733,254236.7358,6.221723447
4,7,21.06257342,67.81472595,558.0236111,1.582319055,830.23875,19925.73,8610.493538,206651.8449,730.66315,17535.9156,1245.3675,29888.82,10586.52419,254076.5805,7.527575078
4,8,20.6258233,64.84483247,558.3993056,1.598762705,803.33875,19280.13,8563.824196,205531.7807,726.8709,17444.9016,1236.229583,29669.51,10526.92468,252646.1923,8.946600608
4,9,20.52034713,64.22320435,538.2902778,1.606513996,961.0333333,23064.8,8616.681738,206800.3617,730.0426,17521.0224,1246.477104,29915.4505,10593.20144,254236.8346,10.59099123
4,10,20.56635421,61.87368563,536.4946495,1.612768657,762.4045833,18297.71,7701.2149,184829.1576,680.6744,16336.1856,1160.058521,27841.4045,9541.947821,229006.7477,12.19949336
4,11,20.52898421,64.07105002,534.0013889,1.62697937,657.4383333,15778.52,8606.625913,206559.0219,729.3531,17504.4744,1244.910604,29877.8545,10580.88962,253941.3508,14.27599338
4,12,20.63825714,63.69196216,550.2342303,1.637542881,897.4858333,21539.66,8073.022583,193752.542,683.1566,16395.7584,1146.416917,27514.006,9902.5961,237662.3064,17.16078598
4,13,20.63801364,66.44656784,563.6578581,1.653934261,788.0675,18913.62,8381.272296,201150.5351,710.94345,17062.6428,1202.615104,28862.7625,10294.83085,247075.9404,22.06594734
4,14,20.74069435,68.71535528,555.0770833,1.658403617,734.0054167,17616.13,8616.681738,206800.3617,728.8015,17491.236,1245.432771,29890.3865,10590.91601,254181.9842,26.81576928
4,15,21.31312488,70.39581224,515.4888889,1.648192728,908.0941667,21794.26,8587.803471,206107.2833,727.90515,17469.7236,1242.038688,29808.9285,10557.74731,253385.9354,32.8427031
4,16,21.61562491,71.78184652,501.8715278,1.636316236,911.04125,21864.99,8615.263608,206766.3266,730.80105,17539.2252,1245.693854,29896.6525,10591.75851,254202.2043,37.79453969
4,17,22.12444434,71.72659721,521.8180556,1.592184736,881.8895833,21165.35,8615.263608,206766.3266,728.2499,17477.9976,1245.171688,29884.1205,10588.6852,254128.4447,42.36402599
4,18,22.52622985,72.43761673,506.2575266,1.523553288,777.0829167,18649.99,8614.619004,206750.8561,729.97365,17519.3676,1246.607646,29918.5835,10591.2003,254188.8072,51.5324532
4,19,22.16395818,73.82659711,569.3006944,1.476595575,868.6020833,20846.45,8612.42735,206698.2564,731.62845,17559.0828,1246.607646,29918.5835,10590.66345,254175.9227,59.32100785
4,20,21.6379513,73.18480368,547.6420139,1.408841404,783.3533333,18800.48,8613.329796,206719.9151,730.87,17540.88,1244.192625,29860.623,10588.39242,254121.4181,72.0902508
4,21,21.21145833,73.57379873,561.3319444,1.360318852,794.925,19078.2,8616.939579,206806.5499,729.491,17507.784,1244.780063,29874.7215,10591.21064,254189.0554,79.77030453
4,22,21.4789038,74.83754177,607.8666584,1.294745577,737.1691667,17692.06,8616.810658,206803.4558,729.7668,17514.4032,1246.411833,29913.884,10592.98929,254231.743,85.19549918
4,23,20.89756876,76.39550787,524.922264,1.224666606,975.82,23419.68,8588.705917,206128.942,728.31885,17479.6524,1240.798542,29779.165,10557.82331,253387.7594,95.54411854
4,24,20.49600928,75.37112192,505.0690372,1.164357932,888.4279167,21322.27,8604.6921,206512.6104,729.0773,17497.8552,1244.453708,29866.889,10578.22311,253877.3546,106.8736976
4,25,20.8481466,75.30193061,526.7863889,1.122149156,863.67125,20728.11,8618.228788,206837.4909,730.66315,17535.9156,1247.325625,29935.815,10596.21756,254309.2215,115.5395239
4,26,20.83485856,75.61412945,531.0403566,1.114423622,827.7704167,19866.49,8614.619004,206750.8561,729.6289,17511.0936,1246.672917,29920.15,10590.92082,254182.0997,123.2245532
4,27,21.04684079,75.79428268,526.1083284,1.118456622,996.7175,23921.22,8601.598,206438.352,729.97365,17519.3676,1243.605188,29846.5245,10575.17684,253804.2441,128.5637716
5,0,24.75059819,74.55353066,468.6639843,2.009224699,173.25,4158,7915.739167,189977.74,0,0,0,0,7915.739167,189977.74,4.223077364
5,1,24.7185621,75.81302589,467.8980393,1.320213682,173.25,4158,4344.632083,104271.17,0,0,0,0,4344.632083,104271.17,4.991708853
5,2,25.03927958,76.00517111,470.1402061,1.936346294,173.25,4158,5143.94125,123454.59,0,0,0,0,5143.94125,123454.59,4.96608376
5,3,25.0042001,75.93808931,467.2332317,1.928178716,173.25,4158,6587.854583,158108.51,0,0,0,0,6587.854583,158108.51,5.005154619
5,4,24.96003435,74.19550874,440.2190731,1.940689597,173.25,4158,10584.40042,254025.61,0,0,0,0,10584.40042,254025.61,6.079260697
5,5,24.90840886,73.9936297,449.1625894,1.962465111,173.25,4158,10591.1043,254186.5032,0,0,0,0,10591.1043,254186.5032,7.385749106
5,6,24.56558791,74.22272137,455.0102822,1.990076557,173.25,4158,6471.825833,155323.82,0,0,0,0,6471.825833,155323.82,9.326444112
5,7,24.73498742,73.29359437,455.8673663,2.01219518,173.25,4158,10605.15667,254523.7601,0,0,0,0,10605.15667,254523.7601,9.382826884
5,8,24.62514158,74.81443807,456.2216867,1.941324947,173.25,4158,1327.884583,31869.23,0,0,0,0,1327.884583,31869.23,12.16221539
5,9,24.65894807,73.87499197,467.0938822,2.022607511,544.7083333,13073,1327.884583,31869.23,0,0,0,0,1327.884583,31869.23,13.0611372
5,10,24.60874991,74.81666666,457.625,1.562477769,544.7083333,13073,10661.36615,255872.7877,0,0,0,0,10661.36615,255872.7877,15.44873352
5,11,24.51631935,73.41263879,436.0895833,1.585505428,544.7083333,13073,10649.11868,255578.8482,0,0,0,0,10649.11868,255578.8482,18.71892024
5,12,24.4020832,76.15083329,437.7361111,1.597545322,544.7083333,13073,10635.96875,255263.25,0,0,0,0,10635.96875,255263.25,23.03829907
5,13,24.62006934,77.3215277,446.8840278,1.643261517,544.7083333,13073,10674.645,256191.48,0,0,0,0,10674.645,256191.48,27.23999992
5,14,24.66805733,77.4303259,464.5663189,1.195192764,576.75,13842,10056.08284,241345.9882,0,0,0,0,10056.08284,241345.9882,31.93489707
5,15,24.51284722,77.37881235,436.2555556,1.308284479,544.7083333,13073,10638.67609,255328.2261,0,0,0,0,10638.67609,255328.2261,33.93560504
5,16,24.63993052,79.06045144,436.8534722,1.37433579,544.7083333,13073,10674.645,256191.48,0,0,0,0,10674.645,256191.48,45.58587757
5,17,24.88159722,80.01576415,465.8138889,1.37031498,544.7083333,13073,10644.09076,255458.1783,0,0,0,0,10644.09076,255458.1783,49.46938789
5,18,25.19770829,81.02555558,464.225,1.50053341,576.75,13842,10635.96875,255263.25,0,0,0,0,10635.96875,255263.25,62.73749231
5,19,25.64124999,81.47041678,441.7166667,1.278485972,544.7083333,13073,10649.37652,255585.0364,0,0,0,0,10649.37652,255585.0364,76.17284959
5,20,24.75430556,81.05861803,432.4241538,1.760855786,544.7083333,13073,10650.15004,255603.601,0,0,0,0,10650.15004,255603.601,87.73967461
5,21,24.13097215,79.78804589,434.890625,2.650974416,544.7083333,13073,10623.07667,254953.84,0,0,0,0,10623.07667,254953.84,96.657944
5,22,24.06638884,79.26794451,449.1248036,2.236397857,544.7083333,13073,10630.81192,255139.486,0,0,0,0,10630.81192,255139.486,113.2662314
5,23,24.0870248,79.64762172,450.4848583,2.022790821,544.7083333,13073,10666.90975,256005.834,0,0,0,0,10666.90975,256005.834,114.8928087
5,24,24.03291659,79.05124466,441.2034223,1.064007164,544.7083333,13073,10658.40098,255801.6234,0,0,0,0,10658.40098,255801.6234,124.1212748
5,25,23.96402772,78.15310984,432.9979079,1.554850501,544.7083333,13073,10635.96875,255263.25,0,0,0,0,10635.96875,255263.25,133.1078387
5,26,24.01076382,79.02359715,441.4054499,2.416844526,544.7083333,13073,10639.06285,255337.5084,0,0,0,0,10639.06285,255337.5084,146.5668963
5,27,24.05701382,79.34791743,460.2520043,2.143959926,544.7083333,13073,10674.645,256191.48,0,0,0,0,10674.645,256191.48,150.6355978
6,0,23.428361,66.09423613,417.0161111,0.392068477,544.7083333,13073,2098.831167,145487.6761,289.24525,9482.004,327.9206667,19943.1115,2715.997083,174912.7916,2.106970539
6,1,23.47444434,65.28805556,474.1701389,0.389675606,544.7083333,13073,8612.42735,206698.2564,730.93895,17542.5348,1245.498042,29891.953,10588.86434,254132.7442,2.879618523
6,2,23.6791666,65.6838889,415.8354167,0.385431832,544.7083333,13073,8616.939579,206806.5499,729.55995,17509.4388,1245.432771,29890.3865,10591.9323,254206.3752,3.17690379
6,3,23.98749988,65.77180557,384.80625,0.381995866,544.7083333,13073,8616.037133,206784.8912,729.97365,17519.3676,1246.999271,29927.9825,10593.01005,254232.2413,3.386391646
6,4,24.36472208,65.63645826,410.0479167,0.379638743,544.7083333,13073,8613.329796,206719.9151,730.80105,17539.2252,1245.759125,29898.219,10589.88997,254157.3593,4.08610252
6,5,24.36549083,65.46155886,394.0614703,0.381445671,544.7083333,13073,8580.841746,205940.2019,723.90605,17373.7452,1240.994354,29783.8645,10545.74215,253097.8116,4.446762662
6,6,23.67090264,65.76506947,404.1666667,0.388983427,544.7083333,13073,8616.166054,206787.9853,730.24945,17525.9868,1247.064542,29929.549,10593.48005,254243.5211,5.295607308
6,7,23.22666664,66.35888886,411.9451389,0.390134407,544.7083333,13073,8615.52145,206772.5148,731.2837,17550.8088,1245.954938,29902.9185,10592.76009,254226.2421,5.761956507
6,8,23.19361099,66.44777771,524.1791667,0.391736762,544.7083333,13073,8616.294975,206791.0794,731.0079,17544.1896,1244.649521,29871.5885,10591.9524,254206.8575,6.49135473
6,9,23.54618035,67.33215276,425.6298611,0.387473363,544.7083333,13073,8615.779292,206778.703,730.24945,17525.9868,1247.129813,29931.1155,10593.15855,254235.8053,7.068999258
6,10,23.78152775,67.90375004,401.9111111,0.383750977,544.7083333,13073,8616.037133,206784.8912,731.49055,17555.7732,1246.216021,29909.1845,10593.7437,254249.8489,7.888217797
6,11,24.21490002,67.78601418,513.2122369,0.379216183,576.75,13842,8588.190233,206116.5656,728.59465,17486.2716,1244.58425,29870.022,10561.36913,253472.8592,8.878083096
6,12,24.83333327,68.2120138,503.7798611,0.371733051,576.75,13842,8615.263608,206766.3266,730.11155,17522.6772,1244.780063,29874.7215,10590.15522,254163.7253,10.03309968
6,13,25.02479155,68.10479168,428.75,0.365537915,544.7083333,13073,8603.273971,206478.5753,729.69785,17512.7484,1246.346563,29912.3175,10579.31838,253903.6412,11.1660729
6,14,25.01423596,68.29765286,432.7881944,0.362290773,544.7083333,13073,8612.42735,206698.2564,730.87,17540.88,1245.563313,29893.5195,10588.86066,254132.6559,12.62883339
6,15,24.7433332,68.28255556,411.6520833,0.359807415,544.7083333,13073,8616.810658,206803.4558,730.38735,17529.2964,1245.041146,29880.9875,10592.23915,254213.7397,14.64236382
6,16,25.25694437,68.45340277,405.3930556,0.350775672,544.7083333,13073,8616.681738,206800.3617,730.24945,17525.9868,1247.456167,29938.948,10594.38735,254265.2965,16.85848319
6,17,25.58784714,68.90756949,398.6013889,0.341568896,544.7083333,13073,8614.103321,206738.4797,731.2837,17550.8088,1246.216021,29909.1845,10591.60304,254198.473,19.7087061
6,18,25.57958319,69.27666664,465.0767544,0.333033614,544.7083333,13073,8616.681738,206800.3617,730.87,17540.88,1245.106417,29882.554,10592.65815,254223.7957,22.87957972
6,19,25.7653471,69.56534715,410.9208333,0.321377427,544.7083333,13073,8616.423896,206794.1735,730.3184,17527.6416,1247.129813,29931.1155,10593.87211,254252.9306,25.02956195
6,20,25.91805545,69.55652788,397.9083333,0.307531722,544.7083333,13073,8615.005767,206760.1384,731.2837,17550.8088,1246.216021,29909.1845,10592.50549,254220.1317,27.15096377
6,21,25.23347218,69.72145822,453.1993056,0.302329504,544.7083333,13073,8615.908213,206781.7971,730.7321,17537.5704,1245.041146,29880.9875,10591.68146,254200.355,29.18975754
6,22,26.11354171,69.678889,424.4069444,0.284415587,544.7083333,13073,8618.099867,206834.3968,730.7321,17537.5704,1247.325625,29935.815,10596.15759,254307.7822,31.82131093
